index;x;y;z
301;-0.000801;-0.024930;0.042914
302;-0.004081;-0.014250;0.032723
303;0.002352;0.011502;0.040208
304;0.017431;0.046838;0.060257
305;0.024240;0.055553;0.057252
306;0.015308;0.032992;0.023808
307;-0.003710;0.000625;-0.012718
308;-0.035264;-0.049027;-0.068561
309;-0.053451;-0.079906;-0.106815
310;-0.045814;-0.084816;-0.117586
311;-0.034040;-0.058817;-0.093719
312;-0.006271;-0.014924;-0.057892
313;0.006982;0.024634;-0.020381
314;0.026782;0.063275;0.030665
315;0.038292;0.072329;0.056659
316;0.034513;0.051890;0.069846
317;0.021381;0.021785;0.063716
318;0.004053;-0.009621;0.057746
319;-0.007317;-0.024797;0.048476
320;-0.013957;-0.027662;0.030545
321;-0.003060;-0.016810;0.027389
322;0.016357;0.025206;0.050467
323;0.028069;0.051752;0.063705
324;0.014860;0.056845;0.047013
325;0.002215;0.034954;0.015304
326;-0.013577;-0.017950;-0.039640
327;-0.033062;-0.060785;-0.080040
328;-0.049231;-0.090479;-0.114641
329;-0.046590;-0.080686;-0.112464
330;-0.025424;-0.045468;-0.087755
331;-0.011000;-0.006890;-0.046609
332;0.025694;0.041759;0.004287
333;0.038212;0.066359;0.039127
334;0.031737;0.069829;0.066350
335;0.022326;0.050091;0.066463
336;0.010079;0.011883;0.062210
337;0.004819;-0.011854;0.059304
338;-0.002346;-0.031250;0.044207
339;-0.002818;-0.024869;0.034218
340;0.008720;0.002236;0.039732
341;0.016865;0.029244;0.053452
342;0.017931;0.048949;0.049624
343;0.008897;0.042155;0.028285
344;-0.004694;0.012541;-0.011335
345;-0.020417;-0.021306;-0.047678
346;-0.045996;-0.068269;-0.097330
347;-0.051896;-0.086653;-0.115402
348;-0.035846;-0.071195;-0.105372
349;-0.021764;-0.041517;-0.075254
350;0.008877;0.007898;-0.028219
351;0.021905;0.047991;0.009977
352;0.032283;0.072207;0.052617
353;0.036691;0.071469;0.072083
354;0.024874;0.038158;0.074500
355;0.014223;0.011886;0.068296
356;0.006173;-0.010801;0.065167
357;0.003553;-0.018268;0.058476
358;0.008883;-0.008503;0.054280
359;0.014200;0.006554;0.051977
360;0.007561;0.015241;0.030385
361;-0.008080;0.015606;0.006548
362;-0.027099;0.004973;-0.028181
363;-0.041466;-0.024558;-0.070517
364;-0.046192;-0.053290;-0.106905
365;-0.037677;-0.063420;-0.116829
366;-0.026321;-0.049530;-0.089052
367;-0.002377;-0.011749;-0.041137
368;0.022072;0.016010;-0.005690
369;0.038526;0.046796;0.036247
370;0.041926;0.055865;0.057481
371;0.030715;0.044765;0.068937
372;0.014799;0.033171;0.077210
373;-0.002388;0.013506;0.072749
374;-0.006890;0.002360;0.067949
375;0.012868;0.006218;0.066740
376;0.025201;0.010852;0.063096
377;0.010348;0.004343;0.034807
378;-0.004948;-0.010195;-0.000345
379;-0.027490;-0.026270;-0.044093
380;-0.040518;-0.035097;-0.075415
381;-0.049877;-0.049651;-0.109899
382;-0.044340;-0.044506;-0.109618
383;-0.024659;-0.022330;-0.077318
384;-0.006874;0.003588;-0.042543
385;0.030840;0.030756;0.003001
386;0.046996;0.042320;0.032889
387;0.046190;0.034359;0.051077
388;0.032877;0.025300;0.057836
389;0.010105;0.014600;0.068876
390;-0.004367;0.010361;0.070319
391;-0.006224;0.010827;0.071436
392;0.004241;0.019216;0.072402
393;0.012977;0.021388;0.059336
394;0.005699;0.013239;0.038355
395;-0.003946;-0.004884;0.003548
396;-0.015261;-0.021369;-0.028300
397;-0.034625;-0.045379;-0.077722
398;-0.046455;-0.061229;-0.108727
399;-0.048214;-0.061673;-0.121498
400;-0.036515;-0.030421;-0.085625
401;-0.011292;0.011847;-0.039214
402;0.015416;0.035454;-0.003663
403;0.043826;0.050529;0.033774
404;0.048877;0.046252;0.052485
405;0.037847;0.033082;0.060910
406;0.018155;0.013454;0.064642
407;-0.002399;-0.001777;0.061829
408;-0.011740;-0.008081;0.057170
409;-0.000017;0.006077;0.061297
410;0.008671;0.023504;0.065988
411;0.010332;0.032106;0.053621
412;0.009445;0.024779;0.032505
413;-0.006917;-0.003819;-0.013909
414;-0.025196;-0.036011;-0.058879
415;-0.044841;-0.069296;-0.108909
416;-0.051314;-0.076051;-0.126624
417;-0.038414;-0.045597;-0.098866
418;-0.020222;-0.013555;-0.065252
419;0.014533;0.031525;-0.011372
420;0.033091;0.052697;0.025917
421;0.049579;0.059844;0.056144
422;0.040514;0.048010;0.065960
423;0.022298;0.023844;0.072816
424;0.016875;0.015397;0.085522
425;0.015687;0.015774;0.100099
426;0.017228;0.012875;0.084013
427;-0.000572;-0.011014;0.038143
428;-0.022361;-0.028514;-0.006585
429;-0.053305;-0.047563;-0.057589
430;-0.061246;-0.050073;-0.084134
431;-0.063112;-0.039197;-0.099962
432;-0.033165;-0.020166;-0.087901
433;0.002442;0.009598;-0.049195
434;0.029112;0.029741;-0.015469
435;0.049733;0.045995;0.023262
436;0.050832;0.043871;0.043626
437;0.051996;0.034373;0.062779
438;0.051433;0.036354;0.086385
439;0.025450;0.027137;0.090916
440;-0.003056;0.010863;0.068429
441;-0.031305;-0.011946;0.036248
442;-0.041603;-0.030272;0.003482
443;-0.060074;-0.054379;-0.045519
444;-0.065888;-0.060042;-0.072508
445;-0.061271;-0.056881;-0.099290
446;-0.035664;-0.036636;-0.091008
