index;x;y;z
168;-0.243691;-0.175489;0.000305
169;-0.131705;-0.190677;-0.022468
170;-0.199548;-0.293841;0.115604
171;-0.173568;-0.325065;0.094996
172;-0.189357;-0.218164;0.164021
173;-0.153435;-0.194663;0.118424
174;-0.248559;-0.234866;0.129253
175;-0.291624;-0.192492;0.122601
176;-0.277481;-0.170667;0.101721
177;-0.291845;-0.161402;0.152949
178;-0.282839;-0.144611;0.177154
179;-0.307635;-0.137018;0.135753
180;-0.344723;-0.138971;0.135077
181;-0.332324;-0.141844;0.185156
182;-0.369835;-0.127567;0.119120
183;-0.402591;-0.094686;0.074993
184;-0.443289;-0.072563;0.049344
185;-0.498095;-0.090957;0.031769
186;-0.478255;-0.079553;0.076191
187;-0.488014;-0.071903;0.042657
188;-0.516560;-0.030229;0.077723
189;-0.499254;-0.008340;0.068808
190;-0.550182;-0.059770;0.032625
191;-0.559154;-0.055543;-0.081574
192;-0.541475;-0.050477;0.022767
193;-0.505216;-0.064471;-0.060328
194;-0.589151;-0.056825;-0.082289
195;-0.546403;-0.062088;-0.077036
196;-0.626251;-0.067699;-0.091098
197;-0.528975;-0.048740;-0.036990
198;-0.639343;-0.041635;-0.084043
199;-0.691407;-0.047489;-0.120214
200;-0.649673;-0.025203;-0.078727
201;-0.691359;-0.008524;-0.132201
202;-0.716794;-0.029419;-0.141826
203;-0.650646;0.004732;-0.072170
204;-0.672695;0.044731;0.004395
205;-0.693603;-0.013673;-0.057834
206;-0.657688;0.053464;-0.019336
207;-0.692437;0.044302;-0.020549
208;-0.707556;0.012940;-0.070526
209;-0.727620;0.076683;-0.054336
210;-0.718446;0.042783;-0.060470
211;-0.736192;0.060327;-0.091021
212;-0.736473;0.023302;-0.049003
213;-0.775599;0.031062;-0.102792
214;-0.734482;0.040873;0.009005
215;-0.770475;0.040288;-0.121762
216;-0.710754;0.004555;-0.063899
217;-0.735480;0.039459;-0.090429
218;-0.731860;-0.015410;-0.097128
219;-0.633663;0.014734;-0.095253
220;-0.686717;-0.019947;-0.114487
221;-0.649105;-0.016908;-0.064525
222;-0.651769;-0.031220;-0.033943
223;-0.650058;0.004675;-0.057708
224;-0.668546;-0.009691;-0.014663
225;-0.690255;-0.058487;-0.092163
226;-0.658142;-0.025511;-0.008480
227;-0.671276;-0.092058;-0.060669
228;-0.684661;-0.047208;-0.008596
229;-0.670434;-0.007023;0.018983
230;-0.717946;-0.047499;-0.046416
231;-0.759117;-0.057387;-0.039144
232;-0.690228;-0.041015;0.014327
233;-0.775206;-0.081594;-0.085039
234;-0.671675;0.013684;0.005904
235;-0.757427;-0.045132;-0.019899
236;-0.709478;-0.079540;-0.087703
237;-0.710560;-0.015033;-0.030633
238;-0.694365;-0.053557;-0.019530
239;-0.766211;-0.070789;-0.059422
240;-0.712880;-0.023362;-0.023026
241;-0.712590;-0.065338;-0.021185
242;-0.721755;-0.089717;-0.061410
243;-0.690161;-0.061013;-0.040052
244;-0.697189;-0.067676;-0.013339
245;-0.677215;-0.069738;-0.031501
246;-0.688367;-0.068628;0.004497
247;-0.661248;-0.066245;0.005994
248;-0.685158;-0.058231;-0.021144
249;-0.630580;-0.063222;0.029767
250;-0.634213;-0.073650;-0.033285
251;-0.576641;-0.051367;0.001625
252;-0.651434;-0.071739;0.023845
253;-0.687883;-0.081869;-0.009576
254;-0.652718;-0.065010;-0.002764
255;-0.698067;-0.134077;-0.060762
256;-0.687503;-0.104690;-0.005534
257;-0.709185;-0.122771;0.002243
258;-0.692954;-0.086068;-0.015979
259;-0.722040;-0.109945;0.012954
260;-0.699329;-0.096390;-0.019279
261;-0.709331;-0.109205;-0.018034
262;-0.646999;-0.125912;0.021235
263;-0.674344;-0.112247;0.067560
264;-0.765458;-0.193141;-0.023403
265;-0.739929;-0.177718;0.030300
266;-0.729840;-0.244037;0.043550
267;-0.715207;-0.243506;0.068300
268;-0.768229;-0.227927;0.081280
269;-0.802087;-0.243084;0.048255
270;-0.670123;-0.216037;0.105056
271;-0.752031;-0.183633;0.128020
272;-0.806375;-0.196290;0.098548
273;-0.751310;-0.137597;0.072235
274;-0.722680;-0.127092;0.047305
275;-0.799531;-0.077754;0.035153
276;-0.869156;-0.094917;0.017701
277;-0.891232;-0.060597;-0.005915
278;-0.774056;-0.030953;-0.005821
279;-0.832356;-0.038787;-0.070177
280;-0.832392;-0.018205;-0.035344
281;-0.850822;-0.021856;-0.078412
282;-0.870518;0.004891;-0.041165
283;-0.899290;0.011880;-0.118639
284;-0.963369;0.015827;-0.129609
285;-0.948757;0.016263;-0.087692
286;-0.950484;0.043700;-0.127901
287;-0.967375;0.067799;-0.062799
288;-0.960860;0.065799;-0.109097
289;-0.895223;0.098689;-0.067555
290;-0.927822;0.073706;-0.114316
291;-0.885683;0.095305;-0.073144
292;-0.963872;0.116947;-0.099252
293;-0.948740;0.096985;-0.034737
294;-0.946995;0.130361;-0.093871
295;-0.882725;0.118886;-0.029019
296;-0.870039;0.149348;-0.075050
297;-0.950117;0.046903;-0.057937
298;-0.948740;0.083331;-0.233982
299;-0.895259;0.129626;-0.080118
300;-0.811931;0.032350;-0.152312
301;-0.869504;0.083448;-0.142503
302;-0.870669;0.096411;-0.118995
303;-0.892206;0.054581;-0.048897
304;-0.551104;0.057327;-0.103389
305;-0.957690;0.032475;-0.120649
306;-0.562099;-0.051323;0.078421
307;-1.000220;-0.062918;-0.121521
308;-0.998139;0.011112;-0.054200
309;-0.599907;-0.028718;-0.046914
310;-0.589193;-0.030251;0.007234
311;-0.722401;-0.012051;0.004525
312;-0.634447;-0.011586;0.123842
313;-0.652865;-0.065104;0.020552
314;-0.633719;-0.068290;-0.008494
315;-0.677412;-0.048431;-0.015207
316;-0.633454;-0.054351;-0.026735
317;-0.657541;-0.057033;-0.031963
318;-0.774548;-0.067104;-0.072468
319;-0.751316;-0.065236;-0.039321
320;-0.705775;-0.064005;-0.089705
321;-0.761236;-0.057340;-0.091629
322;-0.746986;-0.029077;-0.072276
323;-0.802286;-0.051958;-0.133429
324;-0.761798;-0.001079;-0.020557
325;-0.817868;-0.073248;-0.063668
326;-0.803952;-0.022444;-0.063321
327;-0.789634;-0.026581;-0.066755
328;-0.894296;-0.005179;-0.087899
329;-0.816720;0.024128;0.008627
330;-0.812711;0.028760;-0.076474
331;-0.837410;-0.012064;-0.066918
332;-0.817008;0.016136;-0.014991
333;-0.887235;0.019505;-0.070028
334;-0.840211;0.061383;-0.052262
335;-0.926910;0.037602;-0.064127
336;-0.840774;0.056278;-0.034133
337;-0.878407;0.051725;-0.089785
338;-0.812902;0.074796;-0.094549
339;-0.883033;0.064295;-0.064949
340;-0.899727;0.049001;-0.089459
341;-0.978120;0.084463;-0.174768
342;-0.583686;0.006281;-0.081721
343;-1.059988;0.191203;0.108982
344;-0.784008;0.054563;-0.063547
345;-0.988186;0.113494;-0.119686
346;-1.036670;0.051978;-0.086785
347;-0.656639;0.054342;-0.105469
348;-0.795701;0.077246;-0.083758
349;-0.832543;0.007277;-0.039145
350;-0.791152;0.066657;-0.080500
351;-0.812712;0.057718;-0.093555
352;-0.831034;0.066283;-0.060106
353;-0.869076;0.057753;-0.073556
354;-0.906478;0.077044;-0.148623
355;-0.906439;0.041269;-0.110902
356;-0.868328;0.053908;-0.152133
357;-0.919200;0.054882;-0.169273
358;-0.885244;0.047071;-0.088460
359;-0.909944;0.061671;-0.095800
360;-0.944119;0.072602;-0.108661
361;-0.888528;0.076243;-0.098766
362;-0.850411;0.027079;-0.071060
363;-0.906936;0.038339;-0.062944
364;-0.856339;0.026671;-0.047099
365;-0.903404;0.033626;-0.024302
366;-0.833413;0.004994;-0.047764
367;-0.861308;-0.006100;-0.065532
368;-0.919214;0.002493;-0.086668
369;-0.859549;0.011151;-0.032094
370;-0.941684;-0.011581;-0.041021
371;-0.823086;-0.003920;-0.008718
372;-0.737107;0.040157;-0.009363
373;-0.817708;0.025815;-0.009436
374;-0.832199;0.016105;-0.066122
375;-0.740025;0.009051;0.018669
376;-0.898643;0.017721;-0.056461
377;-0.899711;0.013288;-0.089039
378;-0.710178;0.070036;0.109970
379;-0.748466;-0.072186;-0.247019
380;-0.607307;0.063371;-0.081322
381;-0.660036;-0.036402;-0.126417
382;-0.800972;0.071304;-0.089915
383;-0.868302;-0.005406;0.196283
384;-0.892798;-0.033230;-0.029738
385;-0.966748;-0.053939;-0.128300
386;-0.964338;-0.080006;-0.039086
387;-0.934692;-0.049801;0.003598
388;-0.943191;-0.045265;-0.050111
389;-0.964770;-0.017593;-0.094675
390;-0.947461;-0.045190;-0.065430
391;-1.029604;-0.068609;-0.153284
392;-0.946201;0.007293;-0.099544
393;-0.942870;-0.053917;-0.098131
394;-0.996582;-0.074072;-0.071601
395;-0.944605;-0.061027;-0.029866
396;-0.874226;-0.070406;-0.045764
397;-0.896891;-0.080376;-0.060197
398;-0.936530;-0.081821;-0.022985
399;-0.894975;-0.084420;0.004961
400;-0.973616;-0.078853;-0.020015
401;-0.949415;-0.039763;0.014765
402;-0.920115;-0.020550;0.001757
403;-0.870560;-0.004963;-0.034390
404;-0.956882;0.045017;0.026063
405;-1.002632;0.051352;0.011851
406;-0.942155;0.065298;-0.058020
407;-0.968462;0.030370;-0.052542
408;-1.022945;0.074026;-0.072291
409;-1.122641;0.081714;-0.102458
